review,sentiment
"The cast of ""All That"" returns for good humor in the ""Good Burger"" a place similar to an old fashioned fast food restaurant. The comedy is terrific, the fun is non-stop, and though cliché, is a passer for kid and family comedy.<br /><br />A movie for all ages, this movie is meant to enjoy, laugh, and pretty much a lazy movie for a rainy day, as that's what I'd save this movie for, a rainy day. USA aired it today, and since I know that the cast of ""All That"" is in it, I thought that it might be a bit of a chuckle burner, but in good fun, as Keenan Thompson and Kel Mitchell (probably one of the best young duos of that time) were terrific together, the pieces came together, and everything worked out, and it made it into good family fun together with some lazy day work to get off the bad day.<br /><br />May I take your order?",0
"As a flagship show, Attack of the Show (AOTS) is endemic of the larger fall of G4 TV; it is a show (and a station) that has fallen so far that it parades sex to try and cover its glaring faults. Its predecessor, The Screen Savers, was a venue for troubleshooting technology problems and scouting out the latest and greatest in technology. It was a nice show with a likable staff and it was fun to see some of the modding and other experiments the crew could put to together.<br /><br />The acquisition of TechTV by G4 bothered some longtime fans of the station, but early returns were actually promising. The emphasis on gaming was a nice addition and I really enjoyed a lot of the coverage of E3 and other big entertainment events.<br /><br />Unfortunately, AOTS now stands as but a shell of its former self. Those overseeing the channel have shifted the focus of the channel away from technology and gaming and toward anything that might elicit drool from young adult men. The result is that AOTS spends as much time parading Olivia Munn or touting the adult film industry as it does covering games. It is so bad it is practically unwatchable.<br /><br />While some may get puerile joy out of this sort of thing, those who genuinely enjoy gaming may wonder where the good coverage went. Equally troubling, young gamers who might tune into G4 thinking their getting gaming - that active gaming group between 10-15 - are instead being fed things aimed toward a more mature audience. On a channel like HBO or Cinemax, things like that are expected. On G4, it's tragic.<br /><br />At least SpikeTV, another male-aimed channel, has good programming like CSI. AOTS, and G4, has very little good left to offer.<br /><br />Too bad, really.",0
"I'm sitting here Nov 2006 and I still can't help rave about this movie. Arnold's best movies came in about a 4-5 year span. Running Man, Predator, and Total Recall (1990). All 3 are amazing. The cheesy one liners by Arnold in this movie will make you laugh on more than one occasion. I find the acting in this movie surprisingly good as was the case in Predator and Totall Recall. They did a great job in trying to make the scenes futuristic as it is supposed to take place in 2017, but you can't help but snicker at the 80's style haircuts on the men and woman in the crowd and the normal television monitors in the Running Man studio which we all know here in 2006 are on the way out with the emergence of flat panel and HDTV's. Also the computer graphics of the ""The Running Man"" game show intro would not look like that in 2017. Nevertheless the storyline is absolutely fantastic. Not once during this movie did I want to get up and not care about the ending which is something I do often with today's movie's. I really think that Arnold's acting is much better than he's given credit for. Now I would not have elected him governor but that's California for you. Buzzsaw, Dynamo, Fireball, SubZero are fantastic ""stalkers"" as well and I find the producers don't try to overkill the fight scenes. When the stalker is dead...he's dead. It doesn't go on for 20 minutes each. The stalker scenes are quick and entertaining but they don't try and overplay it. I give this movie a 10/10 and that's coming from someone who doesn't enjoy a lot of movies these days. If you get the right actors and the right story then the futuristic graphical displays that you'd see in 2006 are not important or necessary.",1
"Never realized that Charles Boyer, (Luis Denard) appeared with Lauren Bacall,(Rose Cullen) in a film together and enjoyed their great acting together. Even Peter Lorre, (Contreras) had a role in this film and had a bad misfortune in his bathroom that caused him to faint. This story deals with a Republican Courier, Luis Denard who visits England during the Spanish Civil War and tries to disrupt a coal mining contract that will cause great harm to other nations. Lauren Bacall, (Rose Cullen) comes to the aid of Luis Denard by picking him up and at the same time falling in love with him and then proceeds to help him escape from an angry crowd of English Mine Workers who threaten his life. The real bad guy in this film is Victor Francen, (Licata) ""Beast with Five Fingers"" who gives an outstanding performance. Great Classic 1945 film without Humphrey Bogart.",1
"Summer Phoenix did a great performance where you really feel what she's not able to feel and you just cannot understand what she has on her mind. Besides, she portrays a jewish girl who behaves really confronting the status quo of that century.",1
"Let's set one thing straight: this movie does not seek to redefine the genre, it's not Dr. Strangelove o Young Frankenstein. It's a silly flick, with three great female leads (can't remember any other comedy with similar characteristics), Rachel Dracht and Amy Poehler from SNL and indie queen Parker Posey, charming as ever. The story is basic: the three gals were ""losers"" in college, and are still after wards it. Poehler is a dog trainer (who can't even get a date with a blind guy), Posey is an assistant for a senator (who ""hasn't been touched by a man since Clinton was in office""... i catched that one several minutes later... i'm a little slow, OK!), and Dracht has a gay fiancée (Seth Meyers from SNL, funny). They have to prevent the ""uncool"" daughter of the senator (the always cute Amber Tamblyn from the TV series ""Joan of Arcadia"") to embarrass her during spring break. So of course they have to go to watch over her, and some hilarity ensues. All in all, a light, simple comedy, quite short, and quite enjoyable",1
"I'm not sure how related they are, but I'm almost certain that Lost and Delirious is a remake of this movie (or the story that it's based on). Very similar plotline, and even some of the scenes and sets seem to be very, very similar. Lost & Delirious is actually a much better movie, so see that one instead.<br /><br />This one moves very slowly, but being a late 60s French movie, that is to be expected of the style. Told in a retrospect from the perspective of one of the girls revisiting the school. The editing of the flashbacks with the current scenes is a little bit confusing at first, particularly since the audio from each overlaps (ie, hearing flashbacks while seeing the present and vice versa). Also, the ""girls"" are a bit old to think that they are in a boarding school. Finally, not much character development to even get you attached to the movie.",0
"I have just wasted my Saturday night watching this crap! I saw the names of Chris Noth (Mr. Big, from ""Sex & the City""), Robert Patrick (from ""X-Files""), the decadent Elliot Gould, Colm Meaney and Mercedes Ruehl on the credit; a very reasonable IMDb Rating (5,6); and many good reviews in IMDb. For my total surprise, the film is horrible: the characters are badly constructed; the story tries to be funny, but it is totally silly; the character of Mercedes Ruehl is amazingly stupid for a professor of Princeton. So, I decided to investigate the credibility of the good reviews, and I found that most of them are made by IMDb Users with only review, therefore relatives or friends of the cast and crew, or people hired to promote this garbage. My vote is three.<br /><br />Title (Brazil): ""Sem Retorno"" (""Without Return"")",0
"Documentaries in which sons and daughters seek to understand a parent and, by the process, their own lives are not that uncommon. Also not uncommon are results that reflect lack of talent, a failure of introspection, an abundance of narcissism and, perhaps, an unsubtle quest for publicly-splashed revenge for countless past hurts, real and fantasized. What is unusual is a brilliant, fair and engrossing portrait of a fascinating parent and ""My Architect: A Son's Journey"" is that rare achievement.<br /><br />Louis Kahn emigrated to this country as a child, his face irreparably and brutally scarred by an accident. He and his parents settled in Philadelphia where the talented youngster loved art and music. Soon he became enamored of buildings and decided only an architect's career would answer his creative abilities.<br /><br />Kahn became an architect but as this film shows it took a long time before he attracted the attention of the leaders in his field. One architect suggests that he was a victim of the ""yellow armband,"" that anti-Semitism that along with bias against women was long a disreputable aspect of the American profession of architecture.<br /><br />When he did achieve notice, he was seen, clearly accurately, as a self-assured, workaholic prophet exclaiming unyielding demands that his vision and only his vision be realized. That inflexibility was the reason that while he drew wonderful plans for many buildings he built but a few. The interview with an aged gentleman who fired Kahn in Philadelphia because of his unacceptable dream of a transformed urban center where people left their cars on the perimeter and walked into the city is hilarious.<br /><br />Kahn was a born teacher and some of the extensive archival footage here shows him with students, his voice steady but passionate, their gazes respectful and intense.<br /><br />Many architects were interviewed by director, writer and project honcho Nathaniel Kahn, the architect's only son. Some are world famous - I. M. Pei, Robert A.M. Stone, Moshe Safdie, Frank Gehry and the still active nonagenarian, Philip Johnson. Their comments paint a vivid picture of this idealistic but in the end financially unsuccessful designer of buildings that blended the castles, fortresses and grand buildings of past centuries into designs for the present. Kahn's buildings are shown, among the most impressive being the Salk Research Laboratories in La Jolla, CA. To me his style has a neo-Romantic air deadened by too much blank space that repels rather than attracts human interaction.<br /><br />But Kahn's son was after more than the story of his father, the architect. For many years Louis Kahn had three families: a wife with whom he had a daughter and two long-term relationships, one of which produced a daughter, the other the son. Kahn visited his son at the mother's home often but at the end of an evening mother and son would drive Kahn back to the marital home. Nathaniel clearly wanted to know about this unusual set of relationships but he doesn't appear to be scarred by what was certainly a strange affair for a little boy. <br /><br />When Nathaniel was a young boy Louis Kahn died of a massive heart attack in the men's room of New York's Pennsylvania Station after returning from India where he had pitched one of his massive projects, another one that was never built. At that point his Philadelphia firm was at least $500,000 in debt and had he lived a trip to the federal bankruptcy court was probably in the offing.<br /><br />Kahn left several monumental structures of which the government building in Bangladesh is clearly the biggest. A teary local architect hails Kahn for having created a building where democracy may (and hopefully will) flourish.<br /><br />Fellow architect Moshe Safdie opines that there might have been something fitting in Kahn's suffering a mortal heart attack in a train station given his incessant globetrotting. I disagree: it's sadly ironic that Kahn should die in the faceless replacement for one of America's true architectural gems, the old Pennsylvania Station, wrecked to make way for a sterile replacement with no character and no continuation of civic memory.<br /><br />There are a number of emotional moments filmed during the younger Kahn's journey, including with his half-sisters and his mother, but they're genuine and moving, not maudlin and staged. Historians of architecture will always study Kahn. His son found reasons to remember him as a flawed but very iconoclastic and ultimately private man.<br /><br />9/10.",1
"This film's premise is so simple and obvious that only a Texas millionaire high on oil fumes and whiskey would have a problem understanding it if someone shouted it across the proverbial parking lot. In summary: the oil business is in cahoots with The Government (or Gummint if you prefer), the Gummint is in cahoots with Middle Eastern despots, and the CIA is a singular festering pool of double dealing sons-of-(insert word) willing to toe any line that comes their way. The only people that get done over are the good ones, like Mr Clooney (""Bob""). Oh, and terrorism is a result of the poverty which globalization creates when wicked multinationals stalk the world looking for a tasty takeover or three . That really fits to the profiles of the well-heeled 9/11 perpetrators.<br /><br />In Syriana this facile tissue of political half-truths and Hollywood holograms is stirred up in a repugnant vermicelli of story strands that twist, turn and whirl through the gloopy circumlocutions of their own insignificance until the poor viewer is left alone with the conclusion that: <br /><br />1. the ""director"" (good joke) should never be let near a camera again <br /><br />2. people like Clooney and Hurt might know how to act, but they sure don't know how to pick a script <br /><br />3. if you want to see a film that deals with corruption in big business and the state, go and see Claude Chabrol's ""L'ivresse du pouvoir"", which is insightful, funny and brilliantly acted. <br /><br />Empty, doom-laden sententious piffle spun out to evening-ruining length.",0
"Although my exposure to world cultures is limited, I do try. This was a film that I tried and hated. Worst of all, after hearing so many people decry the shallowness of typical Hollywood fare and its stereotypical caricatures, I saw characters too outrageous for ""Eastenders"" being paraded as realistic.<br /><br />Clint wants out of the drug life and to do this he aspires to be a waiter. Aim high, I always say. Brad Dorif, or a faxed photo of him, or quite possibly a curly wig on a stick, it was hard to tell, offers to hire Clint if he gets a pair of shoes.<br /><br />Clint, and a huge entourage, apparently wander the whole of England trying to get him some shoes. Eventually, they end up at a suburban home. Whose isn't clear. Mum helps a girl shoot up. Oh, now THERE'S some realism for you! Mrs. Brady may have been a ridiculous stereotype of American housewives, but she never helped Marsha tie off and find a vein. Good God! Dad comes home and sings some Elvis tunes and then chases the kids away.<br /><br />Why didn't Clint borrow some money and buy shoes at a second hand store? Why didn't he go to a church and ask a kindly nun for some help? Why didn't he hang out in front of a shoe store and panhandle? I just don't know! None of these things seemed to be beneath him. Benevolent groups, like Goodwill and the Salvation Army have stores to help people. I know people who work there! If someone with no money showed up and needed shoes, the staff would give the person some shoes. Maybe not Prada or Gucci, but some form of foot covering. Not many of these groups hand out cell phones to the underprivileged, but shoes are usually no problem. What a dumb concept. The world, or at least the western part of it, simply isn't that cruel. In England, maybe it's from ""The Queen's Royal Charity"" rather than Goodwill, but people who need shoes do get them.<br /><br />Aside from the quest for shoes, there was no discernable plot to get in the way of the action. Not that it made the movie any quicker or more bearable, mind you. Despite checking the tape jacket several times, I was not watching the 20-hour extended version, it only seemed that way.<br /><br />Did Clint get his shoes? Did the cardboard cutout of Brad Dourif hire him at the restaurant? Did I ever watch anything else foreign ever again?<br /><br />[spoiler] Yes, yes, and yes.<br /><br />As for the fate of this particular film, I decided to end it all. I took out my S&W .45 and shot a half-inch hole through the cassette. Blammo! (I made sure to rewind it first.) I put it back in the tape sleeve, returned it to the rental store, and amazingly NO ONE EVER CALLED TO ASK ABOUT IT!!! Meaning, of course, that no one else rented it for at least the remaining three years I lived in that city. Others knew something that I didn't. Live and learn.<br /><br />BTW, if you rent something you've never seen before and someone has actually put a bullet through it, take it as a sign. And if you work at the Kroger video department, I'm just kidding.<br /><br />Footnote: this classic has yet to see the light of day on DVD, for which we should be eternally thankful to the digital gods.",0
"I waited ages before seeing this as all the reviews I read of this said it was horrible! i rented it expecting the worst, and while it is hardly the best sandler film out there, there are much worse! Sandler frequently talks to the camera and the film does not take itself seriously, but that is all part of the fun! A great way to waste an afternoon, and you might even find yourself laughing once a twice! A good film, well worth renting!",1
"I don't know anything of the writer's or the director's earlier work so I hadn't brought any prejudices to the film. Based on the brief description of the plot in TV Guide I thought it might be interesting.<br /><br />But implausibility was piled upon implausibility. Each turn of the plot seemed to be an excuse to drag in more bloodshed, gruesome makeup, or special effects.<br /><br />The score was professional and Kari Wuhrer seems like a decent actress but the rest was more than disappointing. It was positively repulsive.<br /><br />I will not go through the vagaries of the narrative but I'll give an example of what I think of as an excess of explicit gore.<br /><br />Chris McKenna goes to an isolated ranch house and pulls the frozen body of his earlier victim (Wendt) out of the deep freeze. McKenna had killed Wendt by biting a chunk out of his neck. Now he feels he must destroy the evidence of his involvement in Wendt's demise. (What are the cops going to do, measure his bite radius?) McKenna unwraps Wendt's head and neck from the freezer bag it's in, takes an ax, and begins to chop off Wendt's head. Whack. Whack. Whack. The bit of the ax keeps chipping away at Wendt's neck. The air is filled with nuggets of flying frozen flesh, one of which drops on McKenna's head. (He brushes it off when he's done.) McKenna then takes the frozen head outside to a small fire he's built. He sits the head on the ground, squats next to it, takes out some photos of a woman he's just killed, and shows them to Wendt's head. ""Remember her? We could have really made it if it hadn't been for you guys,"" he tells the head. ""Duke, you've always liked bonfires, haven't you?"" he asks. Then he places the head on the fire. We only get a glimpse of it burning but we can hear the fat sizzling in the flame.<br /><br />I don't want this sort of garbage to be censored. I'm only wondering who enjoys seeing this stuff.<br /><br />There's no reason to go on with the rest of the movie. Well, I'll mention one example of an ""implausibility,"" since I brought the idea up. McKenna has been kidnapped and locked in a dark bare shack. He knows he's going to be clobbered half to death in the following days. (He's literally invited the heavies to do it.) What would you do in this Poe-like situation? Here's what McKenna does on what may turn out to be the last night of his life. He finds a discarded calendar with a pin-up girl on it and masturbates (successfully). Give that man the Medal of Freedom! <br /><br />A monster who looks like Pizza the Hut is thrown into some unnecessary flashbacks. The camera is often hand held and wobbly. The dialog has lines like, ""Life is a piece of s***. Or else it's the best of all possible worlds. It depends on your point of view."" Use is made of a wide angle lens that turns ordinary faces into gargoyle masks. A house blows up in an explosive fireball at the end while the hero, McKenna, walks towards us in the foreground.<br /><br />Some hero he is, too. He first kills a man for $13,000 by bashing him over the head several times with a heavy statue, then a potted plant, before finally tipping a refrigerator over onto the body. (This bothers him a little, but not enough to keep him from insisting on payment.) Then, I hope I have the order straight, he kills Wendt by ripping out part of his neck. Then he kills the wife of his first victim by accident and blames the heavies for it, although by almost any moral calculus they had nothing to do with it. Next he burns the head honcho (Baldwin) alive. Then, having disabled the two lesser heavies, he deliberately blows them up, though one of them isn't entirely unsympathetic. And we're supposed to be rooting for McKenna.<br /><br />These aren't cartoon deaths like those in the Dirty Harry movies either -- bang bang and you're dead. These are slow and painful. The first one -- the murder for $13,000 -- is done clumsily enough to resemble what might happen in real life. It isn't really easy to kill another human being, as Hitchcock had demonstrated in Torn Curtain. But that scene leads to no place of any importance.<br /><br />Some people might enjoy this, especially those young enough to think that pain and death are things that happen only in movies. Some meretricious stuff on screen here.",0
"Anyone who doesn't like this film is one who is afraid to explore his or her own demons. This film does make the viewer a little uncomfortable at times, but that is its intention. It asks you to look at your own life and confront the obstacles head on like Lou eventually does. It asks you to overcome the fear of perception and become who you are meant to be. Bret Carr holds up a mirror unlike any filmmaker has. The intention and the message is clear and profound. People's apprehension about this film stems only from their own insecurities. An open-minded viewer takes this inspirational message and runs with it. Sometimes a life- changing realization DOES come in a flash -- a light bulb going on. This story is real and changes the lives if its viewers in a real way.",1
"My 15 year old daughter asked me to watch this movie with her on Cable TV. As someone who saw Revenge of The Nerds in a movie theater, I found this movie to be an extremely predictable remake of it. The Nerds were simply replaced by Dorks. I drove her crazy by being able to predict precisely what would happen in each scene. The cast was cute, especially Amanda Bynes.<br /><br />Screenwriter Chad Creasey should be ashamed for writing such an obvious remake of an early 1980's flick. The title should have simply been ""Revenge of The Dorks."" Perhaps the sequel will be Revenge of the Dorks 2.",0
"I had the misfortune of wasting 10 quid buying SS new movie on DVD: Attack Force. Now i usually can suspend my belief watching films like this. A pinch of salt and some beers on a dark evening on the sofa watching a noisy late evening shoot em up is perfect for a single alpha male like me. I bought this film thinking I'd see cool martial arts and shoot em up.<br /><br />Did i hell. Segal is old and bloated, the plot was ludicrous even by SS standards and to cap it all off Segal's acting (such as it was to start with) is exceptionally dire. So dire in fact that half of his voice was dubbed over by a man who sounded NOTHING LIKE HIM. Either SS cant act no more (a moot point) of the crew were so dreadful at their jobs they couldn't record the sound properly. The voice would flick back and forth between Mr Whisper Segal and the man who does voice overs for Honda adverts!<br /><br />Plot wise isn't the issue because most action films work along the same premise as this one, nothing new there. The usual mix of characters who will die horribly as cannon fodder and stereotyped bad guys waiting to get blown away.<br /><br />Avoid this film like you would avoid walking in front of a speeding train or a dose of H5N1 avian flu.<br /><br />Utter garbage.<br /><br />1/10<br /><br />This has been a public health warning.",0
"I love sci-fi and am willing to put up with a lot. Sci-fi movies/TV are usually underfunded, under-appreciated and misunderstood. I tried to like this, I really did, but it is to good TV sci-fi as Babylon 5 is to Star Trek (the original). Silly prosthetics, cheap cardboard sets, stilted dialogues, CG that doesn't match the background, and painfully one-dimensional characters cannot be overcome with a 'sci-fi' setting. (I'm sure there are those of you out there who think Babylon 5 is good sci-fi TV. It's not. It's clichéd and uninspiring.) While US viewers might like emotion and character development, sci-fi is a genre that does not take itself seriously (cf. Star Trek). It may treat important issues, yet not as a serious philosophy. It's really difficult to care about the characters here as they are not simply foolish, just missing a spark of life. Their actions and reactions are wooden and predictable, often painful to watch. The makers of Earth KNOW it's rubbish as they have to always say ""Gene Roddenberry's Earth..."" otherwise people would not continue watching. Roddenberry's ashes must be turning in their orbit as this dull, cheap, poorly edited (watching it without advert breaks really brings this home) trudging Trabant of a show lumbers into space. Spoiler. So, kill off a main character. And then bring him back as another actor. Jeeez! Dallas all over again.",0
"Even Disney are guilty of the cash cow disease, after the roaring success of The Love Bug in 1968, the house of mouse cashed in with Herbie Rides Again, Herbie Goes To Monte Carlo, and Herbie Goes Bananas. Neither sequel capturing the charm and inoffensive appeal of The Love Bug back in 68, in this one we find race driver Jim Douglas and his sidekick Wheely Applegate, entering Herbie in the Monte Carlo Rally. Naturally things outside of the race start to take over priorities, they get mixed up in a diamond robbery and Herbie falls in love with another car!. The car stunts are of course pleasant and easy on the eye, and it would be churlish of me to really vent venom on such a friendly piece of fluff, it's just that the film goes nowhere fast and personally now i can see it for the coin motivated piece of work it is. Still you get to see Herbie take a bath, foil the baddies and of course dance for the lady in his life, so something there for everyone i think....................4/10.",0
"Very enjoyable 50's Western. I have it in my collection and recommend it to Western fans.<br /><br />Mostly Victor Mature's movie and quite well done in my estimation.<br /><br />He's a trapper who joins a frontier post as a scout. Red Cloud caught three of them on their land and took their possessions. They all joined as scouts after their loss.<br /><br />Victor has set his eye's on the Colonel's wife and lives life on the post without much regards to regulations.<br /><br />Action done quite convincingly but no great depth or much feeling to other characters.<br /><br />50's Westerns are my favorites and this slides easily to a satisfaction. A Western of this kind is in the pages of the past and perhaps never to be made much again. One to enjoy. Gave it a 7 rating. Likely 6.8 worthy but films like these become more precious over time.<br /><br />For film-noir fans...""The Big Steal"" ""They Live By Night"" ""Side Street"" are most wonderful movies to be enjoyed. Bought and viewed. Noir seems to resemble Westerns in a way. Some long ago and never forever.",1
"I watched Love Life on holiday, when it was filmed at a film festival in Florida. It was a lovely surprise to find a British film that wasn't derivative or exploitive. A beautiful romantic comedy for a change that will charm the pants of audiences prepared to sit back and enjoy the gentle pace of the film. The transitions between scenes I found a bit distracting, but as whole I think Love Life is a winner, a ruby in the dust. One for all the family. A pleasant change to see a British film for teen audiences that isn't littered with four letter words. Try and see it.",1
"Ok, let's get this out of the way first: As a piece of cinema, Lifeforce is rubbish. As a bit of cheesy entertainment for SF buffs, it's got a lot of merit. If you enjoy watching those old black and white SF B-movies - giant mutated spiders/ant or alien monsters wandering around the desert - you really will get a kick out of Lifeforce.<br /><br />Bad things: The story makes little sense and the acting is pretty poor. Good things: The special effects are halfway decent; it has a welcomingly different British centered story (it's set in London) which gives different feel to most SF movies; and it has the well-endowed Mathilda May (amusingly billed as ""Space Girl"") wandering around stark naked. <br /><br />In short: it's fun. <br /><br />I've seen it half a dozen times now, and every time it comes on TV I make time to watch it - admittedly this is partly to do with the naked Ms. May - but it's also to do with the enjoying a bit of unassuming and silly SF.",1
"The idea behind Dead Silence is great: zombie outbreak takes place during an edgy paranoia radio talk show. There was so much going for this film. Unfortunately, as soon as the zombies made their appearance, all was lost.<br /><br />The film is ridiculous and only those with a passion for cheesy, b-flick horror will enjoy it. The zombies were soooo stupid! They ran around flailing their arms. They looked like a bunch of people putting on a haunted house for elementary students.<br /><br />I know this is a brief review, but I just don't see the need to invest much into this. It's a dumb movie. You've been warned.",0
"Elvira(Cassandra Peterson) is the host of a cheap horror show. After she finds out that her dead aunt has left her some stuff, elvira goes to England to pick it up, hoping it will be some money. But to her horror, elvira finds out that all her aunt has left her is her house, her dog and a cookbook. Elvira decides to settle in the house anyways, but with her striking dark looks and her stunning features, she will not be able to live in peace. All the neighbours are now turning the whole town against her, and with Elvira's outrageous attitude and looks, everyone better watch out, because Elvira is on Fire! I really enjoyed this movie, it's really fun to watch get Elvira into all these adventures, she's just great. The whole movie puts you into a halloween mood, sure, it's silly and the jokes are cheap but it's a pleasure to watch it. I would give Elvira, Mistress Of The Dark 8/10",1
"Another brilliant portrayal by Kiefer Sutherland who plays Mickey Hayden, a cop dealing with psychic visions of murdered victims. I absolutely love movies dealing with the psychic realm, and I wasn't disappointed with ""Eye of the Killer"" (AKA After Alice). I only wish the movie had been released theatrical first.",1
"When The Spirits Within was released, all you heard from Final Fantasy fans was how awful the movie was because it didn't seem like Final Fantasy. This is a different story, for better or worse. The familiar settings, characters, music, story, and over the top action scenes should thrill fans of the original game. The problem is that it just isn't a good movie in its own right.<br /><br />The direction during the fight scenes is often sloppy, switching camera angles ridiculously fast in an attempt to make the action seem more frenetic, but only serving to make the scenes look jumbled and confusing.<br /><br />The CG itself is exceptional, but I can't say it's the best I've ever seen since Spirits Within had much more detail on the characters, although I must admit that Advent Children's characters moved much more naturally.<br /><br />The plot is virtually a black hole. It's a giant deus ex machina designed solely to bring Sephiroth back for one last fight. Old characters reappear, but serve no real purpose other than to please fans. Character development is nonexistent and the film does nothing at all to resolve any of the plot threads left hanging after the game's end. But it's packed with neat-looking fight scenes with magic, summons, and limit breaks, which is probably what fans wanted anyway.<br /><br />In the end, Advent Children is a very flashy, but totally brainless action flick that serves more as a side story for Final Fantasy VII than a real sequel.<br /><br />By the way, don't think you're hurting my feelings by voting Not Useful. It just makes me feel superior knowing that fanboys/fangirls resent my objectivity so greatly.",0
"This film is as good as it is difficult to find. The film's hero (and writer and director) is Simon Geist- a man ""with an agenda."" He creates a fake magazine just to have the authority to interview the swine of Los Angeles- the actors, the models, the musicians- who believe that their own defecation doesn't smell. With clever dialog, Zucovic succeeds in doing this. Sure, the budget for this film was probably what he paid for a used car, but this film is so solid and so well written that it works very well. Any person who can reenact Edward Munk's 'The Scream' in the reflection of a silver trashbin at a local coffee house should be nominated for some type of award. Give this film a chance and listen to what it says... because they HAVE been making the same car since 1986... it's called 'the car.' Bravo, Zucovic, bravo!",1
"So many literary adaptations are disappointments. There are many reasons for that, but usually it is the need to cut down a complex novel to the size of a screenplay. The Dead is unusual - it had to be 'padded', as the short story itself is a tiny, relatively short gem. It may in fact be the finest short story in the English language. In beautifully spare language it tells of the realization of Gabriel Conroy that his life, and the lives of so many around him are controlled by memories of the dead. Even his own wife of many years loved a man now dead more than him.<br /><br />To bring such a short story to the cinema was always going to be tricky. John Huston did a magnificent job. He never gave in to temptation to play it up or use fancy technique to expand on the story. It is simple and true, with outstanding acting. The only slight miss-step is the use of music to accompany the devastating final soliloquy.<br /><br />Its rare indeed for a movie version of a literary masterpiece to be itself a masterpiece, but I think its fair to use this term for this movie. Its not a bravura piece of film making, but it is simple and pure - I always think of Ozu's movies when i think of The Dead, its at that level of purity and simplicity and deep wisdom.",1
"the only value in this movie is basically to laugh at how bad it really is. with a plot that makes your average middle-school writer look good, and acting which is almost as good, it gets my bottom score. one of tom hanks very early films where he obviously didn't have the pleasure to be real picky. the best special effect of the movie consists of a guy dressed up in an incredibly fake rubber monster consume.",0
"Shemp finds out that he stands to inherit a million dollars IF he is married within 24 hours. Considering how hideous he looks and his personality, it isn't surprising that he can't get a taker--that is until an article appears in the paper explaining his predicament--at which point five crazed women appear from no where to claim their new hubby (plus the money, of course).<br /><br />While I don't hate the Three Stooges and like to watch their shorts on occasion, they never, even on their best day, came close to the brilliant comedy of Buster Keaton. That's why I disliked this film, as it was a ripoff of the plot from Keaton's masterpiece, SEVEN CHANCES. With the Stooges it wasn't uncommon for Columbia Pictures to steal old comedy plots or just recycle older Stooge shorts. So, from the outset, this film is a pale imitation of an original. It's also obvious that this film lacks the charm and subtlety of the original and the gags generally seem very forced (paricularly the phone booth scene). The cousin Basil bit, however, was pretty cute and funny--though far from subtle! However, the worst aspect of the film was the not particularly funny conclusion. In the Keaton version, hundreds of women appeared to marry him and the action became very fast and furious--here, it all stayed in one small room and lacked comedic punch--ending in a fizzle.<br /><br />Overall, a dull retread. Also, before marking this review ""not helpful"", be sure to FIRST see SEVEN CHANCES to see what I am talking about--then you decide.",0
"The Woman In Black is fantastic in all aspects. It's scary, suspenseful and so realistic that you can actually see it happening in real life. I first saw this on the TV back in 1989, and with all the lights off and the volume turned up, it was probably the most creepy experience of my entire life. I managed to get hold of a copy, and now, I make sure to bring it out every Halloween and show it too unsuspecting family members, who have no idea what they're in for, and all I can do is laugh with glee. As for the film:<br /><br />It starts out with a young lawyer named Arthur Kipps, who is assigned by his firm to go to the market town of Crythin Gifford to settle the papers of a recently deceased client - Mrs. Alice Drablow. <br /><br />This film starts off as a reasonably solid and interesting ghost story. But then, Arthur attends the funeral, and from that scene on, we do not feel safe. We are constantly on edge and biting our nails, and that goes on for the next hour or so, until the final, thrilling finale.<br /><br />A warning to all new viewers though: do not watch this alone...",1
"Countenance! Antoine Monot, in a copycat impersonation of Kevin Smith's Silent Bob, keeps asking for it, but writer/director Christian Zübert never listens. Zübert just can't say no to a joke, no matter how cheap. The best thing about this movie is its soundtrack. Of course, Joey Burns of Calexico and the divine Jonathan Richman, understated old-school bard of ""There's something about Mary"" fame, would grace any small-town dropout story. In visual allure, Stefan (Lukas Gregorowicz) looks cool enough riding his tan six-series BMW two-door, wearing aviator shades, going nowhere. True, he *accidentally* sleeps with his wild-eyed bohemian kid sister (Marie Zielcke), but then, who wouldn't? Thumbs up also to how he goes black-and-white on a liberal dose of that mysterious substance they call zero-zero, but if you're looking for a slightly more serious rendering of what intoxication can do to you, I suggest you check out ""Fear and Loathing in Las Vegas"".",0
"I've seen other Guinea Pig films, like Mermaid in a Manhole & He Never Dies, and while they're pretty sick, they at least have a bit of a sense of humor to them (however dark). Devil's Experiment though, is nothing more than filming a bunch of punks submitting a young girl to many methods of torture and violence and there's no plot and no redeeming values to it whatsoever. It isn't remotely scary, except for perhaps the mind-set, but it's definitely disgusting and I certainly would not call it entertainment. Now, I'm not the paragon of good taste in films and I like my trash and sleaze, but this was too much for me, really. I'm all for disturbing, in fact, I seek out things that are disturbing whenever possible, but this was a bit much. The young woman is kicked, beaten, submitted to continuous noise via headphones until she drools, and then pelted with raw meat and innards and left hanging in a hammock out in the woods somewhere. If you think that sounds great, go for it, but it certainly put me off viewing any more Guinea Pig stuff. 1 out of 10, absolutely nauseating.",0
